DSO,DSO501,C12-661,FLEENER BUILDING,112 E 3RD STREET,Batch 1\DSO501\112 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C14-380,SONG KIM BUILDING,116 E THIRD STREET,Batch 1\DSO501\116 E THIRD STREET.pdf,OPEN FILE
DSO,DSO501,C10-142,CROSSTOWN CLEANERS,116 E 3RD STREET,Batch 1\DSO501\116 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C97-533,BLOOMINGTON POLICE HEADQUARTERS,202 E 3RD STREET,Batch 1\DSO501\202 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C07-399,LEONARDS HOME LAUNDRY,300 E 3RD STREET,Batch 1\DSO501\300 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C08-674,N & N ENTERPRISES,313 E 3RD STREET,Batch 1\DSO501\313 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C07-299,TAQUERIA LA PILA,314 E THIRD STREET,Batch 1\DSO501\314 E THIRD STREET.pdf,OPEN FILE
DSO,DSO501,C03-672,BURNHAM RENTALS,426 E 3RD STREET,Batch 1\DSO501\426 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C09-208,ALPHA PHI,908 E 3RD STREET,Batch 1\DSO501\908 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,,HUDSON INSURANCE COMPANY,6931 S OLD STATE ROAD 37,Batch 1\DSO501\6931 S OLD STATE ROAD 37.pdf,OPEN FILE
DSO,DSO501,C15-317,ALPHA OMICRON ASSOCIATION,1210 E 3RD STREET,Batch 1\DSO501\1210 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C14-639,CAMPUS TUTORING,1424 EAST 3RD STREET,Batch 1\DSO501\1424 EAST 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C02-488,KOREAN UNITED METHODIST CHURCH,1922 E 3RD STREET,Batch 1\DSO501\1922 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C03-414,WILHELMUS,2001 E 3RD STREET,Batch 1\DSO501\2001 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C03-414,WILHELMUS,2001 E 3RD STREET,Batch 1\DSO501\2001 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO501,C98-187,,2510 E 3RD STREET,Batch 1\DSO501\2510 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C98-227,CIRCUIT CITY AT EASTLAND PLAZA,2520-2530 E 3RD STREET,Batch 1\DSO501\2520-2530 E 3RD STREET.pdf,OPEN FILE
DSO,DSO501,C98-528,EASTLAND PLAZA,2532 E 3RD STREET,Batch 1\DSO501\2532 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C13-018,ORANGE LEAF,2550 E 3RD STREET,Batch 1\DSO502\2550 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C04-875,CHEESEBURGER IN PARADISE,2550 E 3RD STREET,Batch 1\DSO502\2550 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,C15-679,KYU HAIR LLC,2611 E 3RD STREET,Batch 1\DSO502\2611 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C07-662,SAHARA MART,2611 E 3RD STREET,Batch 1\DSO502\2611 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,,,2611 E 3RD STREET,Batch 1\DSO502\2611 E 3RD STREET_02.pdf,OPEN FILE
DSO,DSO502,C06-583,GERMAN AMERICAN BANK,2614 E 3RD STREET,Batch 1\DSO502\2614 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C02-138,DONATOS PIZZA,2614 E 3RD STREET,Batch 1\DSO502\2614 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,C98-571,COMFORT SOLUTIONS,2624 E 3RD STREET,Batch 1\DSO502\2624 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-122,AMERITECH,2630 E 3RD STREET,Batch 1\DSO502\2630 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-113,,2652-2654 E 3RD STREET,Batch 1\DSO502\2652-2654 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,V-52-97,EASTLAND PLAZA,2650 E 3RD STREET,Batch 1\DSO502\2650 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,V-6-97,SHELL GAS STATION,2700 E 3RD STREET,Batch 1\DSO502\2700 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C02-098,CVS PHARMACY,2701 E 3RD STREET,Batch 1\DSO502\2701 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C03-679,OLD NATIONAL BANK,2718 E 3RD STREET,Batch 1\DSO502\2718 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C17-710,BURGER KING,2718 E 3RD STREET,Batch 1\DSO502\2718 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,C97-060,ARBY'S,2713 E 3RD STREET,Batch 1\DSO502\2713 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C15-664,,2748 E 3RD STREET,Batch 1\DSO502\2748 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-526,CHILI'S RESTAURANT,2811 E 3RD STREET,Batch 1\DSO502\2811 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C99-587,MCDONALDS RESTAURANT,2819 EAST 3RD STREET,Batch 1\DSO502\2819 EAST 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C15-531,MCDONALDS,2819 E 3RD STREET,Batch 1\DSO502\2819 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-360,REVCO/CVS,2828 E 3RD STREET,Batch 1\DSO502\2828 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C05-365,TGI FRIDAY'S,2846 E 3RD STREET,Batch 1\DSO502\2846 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C17-072,MEN'S WEARHOUSE #4311,"2894 E 3RD STREET, #F01E","Batch 1\DSO502\2894 E 3RD STREET, #F01E.pdf",OPEN FILE
DSO,DSO502,C15-477,PANERA,2748 E 3RD STREET,Batch 1\DSO502\2748 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,C98-336,SMITH'S SHOES,2896 E 3RD STREET,Batch 1\DSO502\2896 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C11-095,KFC,2901 E 3RD STREET,Batch 1\DSO502\2901 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C03-284,TARGET @ COLLEGE MALL,2966 E 3RD STREET,Batch 1\DSO502\2966 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C11-337,TACO BELL,3001 E 3RD STREET,Batch 1\DSO502\3001 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C04-370,SCHOLAR'S INN BAKEHOUSE,3002 E 3RD STREET,Batch 1\DSO502\3002 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C13-045,CHICK-FILL-A,3020 E 3RD STREET,Batch 1\DSO502\3020 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C14-022,MAINSOURCE BANK,3205 E 3RD STREET,Batch 1\DSO502\3205 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-569,KMART EAST,3216 E 3RD STREET,Batch 1\DSO502\3216 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-361,ROYAL VOLKSWAGON/NISSAN,3333 E 3RD STREET,Batch 1\DSO502\3333 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,,SABBAGHPIKENS REALITY OFFICE,3802 E 3RD STREET,Batch 1\DSO502\3802 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,I16-058,ST THOMAS LUTHERAN CHURCH,3800 E 3RD STREET,Batch 1\DSO502\3800 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C00-708,"SABBAGH PICKENS PROPERTIES, LLC",3802 E 3RD STREET,Batch 1\DSO502\3802 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,,LARRY AND KAREN ARTHUR,3900 E 3RD STREET,Batch 1\DSO502\3900 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C99-248,DR LUCINDA JORDAN,3901 E 3RD STREET,Batch 1\DSO502\3901 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C10-205,EDWARDS FIRE RESTORATION,4001 E 3RD STREET,Batch 1\DSO502\4001 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C00-397,STEVE'S PARTY SUPPLY,4001 E 3RD STREET,Batch 1\DSO502\4001 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,C01-562,DAY MORTUARY,4150 E 3RD STREET,Batch 1\DSO502\4150 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C13-474,GOLDEN YEARS HOME CARE,4211 E 3RD STREET,Batch 1\DSO502\4211 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C11-201,MR HIBACHI,4400 E 3RD STREET,Batch 1\DSO502\4400 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C14-004,SUMMERHOUSE INN,4501 E 3RD STREET,Batch 1\DSO502\4501 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C03-002,BP/AMOCO,4405 E 3RD STREET,Batch 1\DSO502\4405 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C08-415,CENTURY VILLAGE,4500 E 3RD STREET,Batch 1\DSO502\4500 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C00-566,LAZERLITE,4505 E 3RD STREET,Batch 1\DSO502\4505 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-470,BRUSTER'S ICE CREAM,4531 E 3RD STREET,Batch 1\DSO502\4531 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-471,BRUSTER'S ICE CREAM,4531 E 3RD STREET,Batch 1\DSO502\4531 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,C97-572,,4535 E 3RD STREET,Batch 1\DSO502\4535 E 3RD STREET.pdf,OPEN FILE
DSO,DSO502,I16-019,"LOREN WOOD BUILDERS, LLC",4535 E 3RD STREET,Batch 1\DSO502\4535 E 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,C01-298,VILLAGE PANTRY,1407 W 3RD STREET,Batch 1\DSO502\1407 W 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C03-724,RED CROSS BLOOD DONATION CENTER,1600 W 3RD STREET,Batch 1\DSO502\1600 W 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C99-026,MONARCH DENTAL OFFICES,1603 W 3RD STREET,Batch 1\DSO502\1603 W 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C02-495,WATERWORKS II CAR WASH,1620 W 3RD STREET,Batch 1\DSO502\1620 W 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C07-278,OREILLY'S AUTO,1635 W 3RD STREET,Batch 1\DSO502\1635 W 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C11-609,FARMERS INSURANCE,1635 W 3RD STREET,Batch 1\DSO502\1635 W 3RD STREET_01.pdf,OPEN FILE
DSO,DSO502,C98-097,J&H FAMILY TRUST,1710 W 3RD STREET,Batch 1\DSO502\1710 W 3RD STREET.pdf,OPEN FILE
DSO,DSO502,C98-293,HARREL PIPE & SUPPLY,1821 W 3RD STREET,Batch 1\DSO502\1821 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C07-606,THE VILLAGE AT MULLER PARK,2107 W 3RD STREET,Batch 1\DSO503\2107 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C14-625,ON THE WAY GAS STATION,2200 W 3RD STREET,Batch 1\DSO503\2200 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C14-222,BEEHIVE (HOME 1),2310 W 3RD STREET,Batch 1\DSO503\2310 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C10-158,GEORGIA CARPET DIRECT,2311 W 3RD STREET,Batch 1\DSO503\2311 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C98-541,GREASE PIT,2313 W 3RD STREET,Batch 1\DSO503\2313 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C98-613,GREASE PIT,2313 W 3RD STREET,Batch 1\DSO503\2313 W 3RD STREET_01.pdf,OPEN FILE
DSO,DSO503,C18-540,JRF CONSTRUCTION/CARPLEX,2420 W 3RD STREET,Batch 1\DSO503\2420 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,,J D BYRIDER,2425 W 3RD STREET - CLOVERLEAF LOT 3,Batch 1\DSO503\2425 W 3RD STREET - CLOVERLEAF LOT 3.pdf,OPEN FILE
DSO,DSO503,SP-18-96,"J.D. BYRIDER, INC",2425 W 3RD STREET,Batch 1\DSO503\2425 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C06-351,BACKSTREETS MISSIONS,2447 W 3RD STREET,Batch 1\DSO503\2447 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C04-640,MCDONALDS,2910 W 3RD STREET,Batch 1\DSO503\2910 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C99-611,KERASOTES THEATER,2929 W 3RD STREET,Batch 1\DSO503\2929 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C99-789,,2929 W 3RD STREET,Batch 1\DSO503\2929 W 3RD STREET_01.pdf,OPEN FILE
DSO,DSO503,DP-49-97,LOWE'S,3000 WEST STATE ROAD 48,Batch 1\DSO503\3000 WEST STATE ROAD 48.pdf,OPEN FILE
DSO,DSO503,C03-437,MANDARIN BUFFET,3151 W 3RD STREET,Batch 1\DSO503\3151 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C98-178,KMART,3175 W 3RD STREET,Batch 1\DSO503\3175 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C19-105,FREDDY'S FROZEN CUSTARD & STEAKBURGERS,3307 W 3RD STREET,Batch 1\DSO503\3307 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C99-843,SHIVAM INVESTMENTS INC,3324 W 3RD STREET,Batch 1\DSO503\3324 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C16-320,CREW CARWASH,3430 WEST 3RD STREET,Batch 1\DSO503\3430 WEST 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C04-637,WHITEHALL LOT #5,3350 W 3RD STREET,Batch 1\DSO503\3350 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C00-290,PEOPLES STATE BANK,3400 W 3RD STREET,Batch 1\DSO503\3400 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C99-390,PROMPTCARE WEST,3443 W 3RD STREET,Batch 1\DSO503\3443 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C01-169,WHITEHALL PARK LOT #6,3376 W 3RD STREET,Batch 1\DSO503\3376 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C99-128,WHITEHALL PARK,3410 W 3RD STREET,Batch 1\DSO503\3410 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C99-682,BLOOMINGTON CAR WASH,3430 W 3RD STREET,Batch 1\DSO503\3430 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C02-385,TIRE BARN,3450 W 3RD STREET,Batch 1\DSO503\3450 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C99-842,LOT 7 WHITEHALL PARK,3470-3488 W 3RD STREET,Batch 1\DSO503\3470-3488 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C98-252,JO-ANN FABRICS,3483 W 3RD STREET,Batch 1\DSO503\3483 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C16-206,FRESH THYME,3600 W 3RD STREET,Batch 1\DSO503\3600 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C99-739,GREAT TASTE BUFFET,3616 W 3RD STREET,Batch 1\DSO503\3616 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C02-415,COWDEN ENTERPRISES,3700 WEST 3RD STREET,Batch 1\DSO503\3700 WEST 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C12-089|C12-108,KFC,3700 W 3RD STREET,Batch 1\DSO503\3700 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C98-625,HIGHLAND VILLAGE,3700 W 3RD STREET,Batch 1\DSO503\3700 W 3RD STREET_01.pdf,OPEN FILE
DSO,DSO503,C11-313,VERIZON,3707 W 3RD STREET,Batch 1\DSO503\3707 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C97-032,KENTUCKY FRIED CHICKEN,3709 W 3RD STREET,Batch 1\DSO503\3709 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C14-468,3709 W THIRD STREET,KROGER FUEL CENTER J960,Batch 1\DSO503\KROGER FUEL CENTER J960.pdf,OPEN FILE
DSO,DSO503,C11-685,CVS WEST,3910 WEST 3RD STREET,Batch 1\DSO503\3910 WEST 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C00-190,,4001 W 3RD STREET,Batch 1\DSO503\4001 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C98-592,COPYWEST,4019 W 3RD STREET,Batch 1\DSO503\4019 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,C01-744,MONROE BANK,4191 W 3RD STREET,Batch 1\DSO503\4191 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,,,4200 BLOCK OF W STATE ROAD 45,Batch 1\DSO503\4200 BLOCK OF W STATE ROAD 45.pdf,OPEN FILE
DSO,DSO503,C11-137,ST PAUL METHODIST CHURCH,4201 W 3RD STREET,Batch 1\DSO503\4201 W 3RD STREET.pdf,OPEN FILE
DSO,DSO503,,FIRST UNITED METHODIST CHURCH,219 E 4TH STREET,Batch 1\DSO503\219 E 4TH STREET.pdf,OPEN FILE
DSO,DSO503,,FIRST UNITED METHODIST CHURCH,219 E 4TH STREET,Batch 1\DSO503\219 E 4TH STREET_01.pdf,OPEN FILE
DSO,DSO503,C04-019,MAIDI RESTAURANT,316 E 4TH STREET,Batch 1\DSO503\316 E 4TH STREET.pdf,OPEN FILE
DSO,DSO503,C05-419,VINTAGE WAREHOUSE,401 E 4TH STREET,Batch 1\DSO503\401 E 4TH STREET.pdf,OPEN FILE
DSO,DSO503,C08-183,THE GREEN BEAN,410 W 4TH STREET,Batch 1\DSO503\410 W 4TH STREET.pdf,OPEN FILE
DSO,DSO503,C15-037,INDIA HOUSE APARTMENTS,416 E 4TH STREET,Batch 1\DSO503\416 E 4TH STREET.pdf,OPEN FILE
DSO,DSO503,C98-435,PUCCINI'S RESTAURANT,420 & 424 E 4TH STREET,Batch 1\DSO503\420 & 424 E 4TH STREET.pdf,OPEN FILE
DSO,DSO503,C16-437,SIAM HOUSE GREASE TRAP,430 E 4TH STREET,Batch 1\DSO503\430 E 4TH STREET.pdf,OPEN FILE
DSO,DSO503,C99-752,FOURTH STREET EMPORIUM,511 W FORTH STREET,Batch 1\DSO503\511 W FORTH STREET.pdf,OPEN FILE
DSO,DSO503,C02-010|C02-100|C02-131,WONDERLAB,308 W FORTH STREET,Batch 1\DSO503\308 W FORTH STREET.pdf,OPEN FILE
DSO,DSO503,C06-685,,511 & 514 WEST 4TH STREET,Batch 1\DSO503\511 & 514 WEST 4TH STREET.pdf,OPEN FILE
DSO,DSO503,C99-004,UNION PLANTERS BANK,417 W KIRKWOOD AVE,Batch 1\DSO503\417 W KIRKWOOD AVE.pdf,OPEN FILE
DSO,DSO503,V-73-97,THE MANOR,608 W FIFTH STREET,Batch 1\DSO503\608 W FIFTH STREET.pdf,OPEN FILE
DSO,DSO503,C98-447,SAMIRA RESTAURANT,100 E 6TH STREET,Batch 1\DSO503\100 E 6TH STREET.pdf,OPEN FILE
DSO,DSO503,C12-521,FUNCTION BREWERY,108 E 6TH STREET,Batch 1\DSO503\108 E 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C06-040,OMEGA PROPERTIES,115 E 6TH STREET,Batch 1\DSO504\115 E 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C13-642,HULLUSKA MIXED USE BUILDING,117 E 6TH STREET,Batch 1\DSO504\117 E 6TH STREET.pdf,OPEN FILE
DSO,DSO504,V-26-96,MONROE COUNTY MUSEUM,202 E 6TH STREET,Batch 1\DSO504\202 E 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C03-393,BAZAAR CAFE,408 E 6TH STREET,Batch 1\DSO504\408 E 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C17-094,UNIVERSITY VILLAGE OVERLAY,422 E 6TH STREET,Batch 1\DSO504\422 E 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C15-315,COURTHOUSE SQUARE OVERLAY,108 W 6TH STREET,Batch 1\DSO504\108 W 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C97-344,YELLOW CAB COMPANY,217 W 6TH STREET,Batch 1\DSO504\217 W 6TH STREET.pdf,OPEN FILE
DSO,DSO504,,IRWIN UNION BANK,300 W 6TH STREET,Batch 1\DSO504\300 W 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C97-548,,300 W 6TH STREET,Batch 1\DSO504\300 W 6TH STREET_01.pdf,OPEN FILE
